Facility|FavID|Inclusion|AltLow|AltHigh|GeoJSON
ZAU|ZAU_B_00128_56760|1|0|18000|{"type": "Polygon", "coordinates": [[[-84.9997222222, 24.0],[-84.9997222222, 24.0],[-83.1666666667, 24.0],[-83.2405555556, 24.6438888889],[-84.5, 27.5],[-85.25, 27.5],[-86.0, 27.0],[-85.4138888889, 26.6027777778],[-85.0916666667, 26.2],[-84.9997222222, 25.0336111111],[-84.9997222222, 24.0]]]}
ZAU|ZAU_B_32242_50740|1|0|18000|{"type": "Polygon", "coordinates": [[[-77.0, 27.55],[-77.0, 27.55],[-77.0, 27.0],[-78.8833333333, 27.0],[-79.0, 26.45],[-79.0, 24.6666666667],[-78.0, 24.0],[-75.1666666667, 22.0],[-73.3333333333, 20.0],[-73.0, 20.4166666667],[-71.6666666667, 20.4166666667],[-70.5, 20.4166666667],[-69.15, 19.65],[-67.6504166667, 21.2391111111],[-68.4924166667, 25.0],[-69.1166666667, 25.0],[-73.2, 25.0],[-74.8333333333, 27.8333333333],[-76.2644444444, 27.8333333333],[-77.0, 27.55]]]}
ZAU|ZAU_H_00129_56982|1|18000|60000|{"type": "Polygon", "coordinates": [[[-85.25, 27.5],[-85.25, 27.5],[-84.5, 27.5],[-83.2405555556, 24.6438888889],[-83.1666666667, 24.0],[-78.0, 24.0],[-79.0, 24.6666666667],[-79.0, 26.45],[-78.8833333333, 27.0],[-77.0, 27.0],[-77.0, 27.55],[-76.2644444444, 27.8333333333],[-77.0, 30.0],[-79.1847222222, 30.2027777778],[-79.3111111111, 30.1375],[-79.6166666667, 29.2083333333],[-80.1833333333, 29.0],[-80.7333333333, 28.9],[-80.9861111111, 28.7277777778],[-81.0, 28.5666666667],[-82.3833333333, 27.95],[-82.9416666667, 27.95],[-83.1172222222, 28.0872222222],[-83.2083333333, 28.1583333333],[-83.5166666667, 28.4],[-84.0166666667, 28.55],[-84.5, 28.1666666667],[-84.6158333333, 28.0627777778],[-84.95, 28.0333333333],[-85.25, 27.5]]]}
ZAU|ZAU_L_00129_56982|1|0|18000|{"type": "Polygon", "coordinates": [[[-85.25, 27.5],[-85.25, 27.5],[-84.5, 27.5],[-83.2405555556, 24.6438888889],[-83.1666666667, 24.0],[-78.0, 24.0],[-79.0, 24.6666666667],[-79.0, 26.45],[-78.8833333333, 27.0],[-77.0, 27.0],[-77.0, 27.55],[-76.2644444444, 27.8333333333],[-77.0, 30.0],[-79.1847222222, 30.2027777778],[-79.3111111111, 30.1375],[-79.6166666667, 29.2083333333],[-80.1833333333, 29.0],[-80.7333333333, 28.9],[-80.9861111111, 28.7277777778],[-81.0, 28.5666666667],[-82.3833333333, 27.95],[-82.9416666667, 27.95],[-83.1172222222, 28.0872222222],[-83.2083333333, 28.1583333333],[-83.5166666667, 28.4],[-84.0166666667, 28.55],[-84.5, 28.1666666667],[-84.6158333333, 28.0627777778],[-84.95, 28.0333333333],[-85.25, 27.5]]]}
ZAU|ZAU_H_53493_53400|1|18000|60000|{"type": "Polygon", "coordinates": [[[-95.3666666667, 35.8708333333],[-95.3666666667, 35.8708333333],[-95.0, 35.6541666667],[-95.0, 35.3833333333],[-95.0, 35.0666666667],[-94.7833333333, 34.6916666667],[-94.5333333333, 34.5333333333],[-93.5416666667, 34.0333333333],[-93.1583333333, 33.95],[-91.9, 33.0041666667],[-91.6888888889, 32.2833333333],[-91.3083333333, 31.9125],[-90.3458333333, 31.65],[-89.85, 31.6305555556],[-88.9, 31.5472222222],[-88.325, 31.5166666667],[-88.3472222222, 32.3305555556],[-87.85, 32.6972222222],[-87.9861111111, 33.0430555556],[-87.6333333333, 33.3166666667],[-87.55, 34.0166666667],[-87.25, 34.1],[-87.0, 34.3666666667],[-87.0, 35.3333333333],[-86.0, 35.5166666667],[-85.2833333333, 35.65],[-85.4, 36.1833333333],[-85.5833333333, 36.9],[-85.7458333333, 37.0138888889],[-86.15, 37.3],[-87.3972222222, 37.275],[-88.3166666667, 37.725],[-88.8333333333, 37.5333333333],[-90.5666666667, 37.15],[-93.25, 36.725],[-94.4083333333, 36.4916666667],[-94.6833333333, 36.4333333333],[-95.3666666667, 35.8708333333]]]}
ZAU|ZAU_L_58820_58661|1|0|18000|{"type": "Polygon", "coordinates": [[[-95.6125, 36.0166666667],[-95.6125, 36.0166666667],[-95.0, 35.6541666667],[-95.0, 35.3833333333],[-95.0, 35.0666666667],[-94.7833333333, 34.6916666667],[-94.5333333333, 34.5333333333],[-93.5416666667, 34.0333333333],[-93.1583333333, 33.95],[-91.9, 33.0041666667],[-91.6888888889, 32.2833333333],[-91.3083333333, 31.9125],[-90.3458333333, 31.65],[-89.85, 31.6305555556],[-88.9, 31.5472222222],[-88.325, 31.5166666667],[-88.3472222222, 32.3305555556],[-87.85, 32.6972222222],[-87.9861111111, 33.0430555556],[-87.6333333333, 33.3166666667],[-87.55, 34.0166666667],[-87.25, 34.1],[-86.7133333333, 34.1],[-86.175, 34.3875],[-86.075, 34.6361111111],[-85.9305555556, 34.8111111111],[-85.4833333333, 34.85],[-85.2333333333, 35.4166666667],[-85.4, 36.1833333333],[-85.5833333333, 36.9],[-85.7458333333, 37.0138888889],[-86.15, 37.3],[-87.3972222222, 37.275],[-88.3166666667, 37.725],[-88.8333333333, 37.5333333333],[-90.5666666667, 37.15],[-93.25, 36.725],[-94.4083333333, 36.4916666667],[-94.6833333333, 36.4333333333],[-95.1958333333, 36.2875],[-95.4, 36.2041666667],[-95.6125, 36.0166666667]]]}
ZAU|ZAU_H_56300_55830|1|18000|60000|{"type": "Polygon", "coordinates": [[[-103.166666667, 49.0],[-103.166666667, 49.0],[-103.166666667, 46.6],[-103.166666667, 44.9583333333],[-101.483333333, 44.7],[-101.408333333, 43.7083333333],[-100.1, 43.2888888889],[-99.0166666667, 42.0],[-99.0583333333, 39.9833333333],[-98.8, 39.4666666667],[-93.4916666667, 40.525],[-93.6, 41.1666666667],[-93.5083333333, 41.4333333333],[-93.4666666667, 41.6666666667],[-93.05, 42.6666666667],[-93.0, 42.7833333333],[-91.725, 42.725],[-91.0833333333, 43.3666666667],[-90.8291666667, 43.6180555556],[-90.2916666667, 44.1541666667],[-89.5875, 44.1541666667],[-89.0761111111, 44.225],[-88.7541666667, 44.1594444444],[-88.4666666667, 44.1],[-87.5416666667, 43.9666666667],[-87.1694444444, 43.6916666667],[-84.9636111111, 43.5866666667],[-82.1694444444, 43.8552777778],[-82.5, 45.3333333333],[-83.5833333333, 45.8166666667],[-84.3583333333, 46.25],[-84.5333333333, 46.3833333333],[-85.6333333333, 46.75],[-87.0, 47.0833333333],[-88.775, 47.9083333333],[-88.8069444444, 47.8938888889],[-88.9369444444, 47.8419444444],[-89.0780555556, 47.8058333333],[-89.2261111111, 47.7866666667],[-89.3769444444, 47.785],[-89.5258333333, 47.8008333333],[-89.6686111111, 47.8333333333],[-89.8011111111, 47.8822222222],[-89.9191666667, 47.9455555556],[-90.0194444444, 48.0216666667],[-90.1, 48.1083333333],[-93.5, 49.0],[-95.1666666667, 49.0],[-96.0, 49.0],[-96.5, 49.0],[-97.0, 49.0],[-97.5, 49.0],[-98.0, 49.0],[-98.5, 49.0],[-99.0, 49.0],[-99.5, 49.0],[-100.0, 49.0],[-100.5, 49.0],[-101.0, 49.0],[-101.5, 49.0],[-102.0, 49.0],[-102.5, 49.0],[-103.0, 49.0],[-103.166666667, 49.0]]]}
ZAU|ZAU_L_61701_61140|1|0|18000|{"type": "Polygon", "coordinates": [[[-103.166666667, 49.0],[-103.166666667, 49.0],[-103.166666667, 46.6],[-103.166666667, 44.9583333333],[-101.483333333, 44.7],[-101.408333333, 43.7083333333],[-100.1, 43.2888888889],[-99.0166666667, 42.0],[-99.0583333333, 39.9833333333],[-98.8, 39.4666666667],[-93.4916666667, 40.525],[-93.6, 41.1666666667],[-93.5083333333, 41.4333333333],[-93.4666666667, 41.6666666667],[-93.05, 42.6666666667],[-93.0, 42.7833333333],[-91.725, 42.725],[-91.0833333333, 43.3666666667],[-90.8291666667, 43.6180555556],[-90.2916666667, 44.1541666667],[-89.5875, 44.1541666667],[-89.0761111111, 44.225],[-88.7541666667, 44.1594444444],[-88.4666666667, 44.1],[-87.5416666667, 43.9666666667],[-87.1694444444, 43.6916666667],[-84.9636111111, 43.5866666667],[-82.1694444444, 43.8552777778],[-82.5, 45.3333333333],[-83.5833333333, 45.8166666667],[-84.3583333333, 46.25],[-84.5333333333, 46.3833333333],[-85.6333333333, 46.75],[-87.0, 47.0833333333],[-88.775, 47.9083333333],[-88.8069444444, 47.8938888889],[-88.9369444444, 47.8419444444],[-89.0780555556, 47.8058333333],[-89.2261111111, 47.7866666667],[-89.3769444444, 47.785],[-89.5258333333, 47.8008333333],[-89.6686111111, 47.8333333333],[-89.8011111111, 47.8822222222],[-89.9191666667, 47.9455555556],[-90.0194444444, 48.0216666667],[-90.1, 48.1083333333],[-93.5, 49.0],[-95.1666666667, 49.0],[-96.0, 49.0],[-96.5, 49.0],[-97.0, 49.0],[-97.5, 49.0],[-98.0, 49.0],[-98.5, 49.0],[-99.0, 49.0],[-99.5, 49.0],[-100.0, 49.0],[-100.5, 49.0],[-101.0, 49.0],[-101.5, 49.0],[-102.0, 49.0],[-102.5, 49.0],[-103.0, 49.0],[-103.166666667, 49.0]]]}
ZAU|ZAU_H_54580_53734|1|18000|60000|{"type": "Polygon", "coordinates": [[[-73.15, 39.7333333333],[-73.15, 39.7333333333],[-73.2833333333, 39.7333333333],[-73.1666666667, 39.6833333333],[-73.4333333333, 39.3333333333],[-73.8416666667, 38.7666666667],[-73.9833333333, 38.5416666667],[-74.5997222222, 37.0816666667],[-74.5997222222, 36.7877777778],[-74.9369444444, 35.4969444444],[-75.19, 35.3080555556],[-75.6838888889, 34.6002777778],[-76.7794444444, 32.9677777778],[-77.0, 32.2622222222],[-76.8166666667, 32.2],[-73.95, 34.2333333333],[-73.5730555556, 34.4880555556],[-72.6666666667, 35.0930555556],[-72.6666666667, 37.2275],[-71.6833333333, 37.5166666667],[-69.95, 38.3333333333],[-67.0, 39.0],[-67.0, 41.6166666667],[-69.0, 41.0],[-69.3416666667, 40.925],[-70.8794444444, 40.5766666667],[-72.5, 40.0722222222],[-72.7819444444, 40.1986111111],[-73.0083333333, 39.9944444444],[-73.15, 39.7333333333]]]}
ZAU|ZAU_H_54910_54830|1|18000|60000|{"type": "Polygon", "coordinates": [[[-76.8027777778, 42.6083333333],[-76.8027777778, 42.6083333333],[-77.2361111111, 42.175],[-77.5416666667, 41.6777777778],[-77.85, 41.2555555556],[-78.1277777778, 40.8583333333],[-77.8791666667, 40.55],[-77.8402777778, 39.8555555556],[-77.6172222222, 39.7722222222],[-77.3566666667, 39.7816666667],[-77.3583333333, 39.51],[-76.8555555556, 39.385],[-76.3472222222, 39.3916666667],[-75.65, 39.85],[-75.625, 39.8611111111],[-75.3291666667, 40.0694444444],[-74.7833333333, 40.1097222222],[-74.6847222222, 39.9833333333],[-73.6986111111, 40.2388888889],[-73.2916666667, 40.8013888889],[-73.3777777778, 40.8583333333],[-73.8597222222, 40.8583333333],[-73.8666666667, 41.2458333333],[-74.4444444444, 41.4375],[-74.7666666667, 41.7333333333],[-74.8083333333, 41.7583333333],[-74.9083333333, 41.8013888889],[-75.0583333333, 41.8694444444],[-75.3416666667, 41.9888888889],[-76.0166666667, 42.2833333333],[-76.8027777778, 42.6083333333]]]}
ZAU|ZAU_L_60290_54910|1|0|18000|{"type": "Polygon", "coordinates": [[[-76.6972222222, 42.7277777778],[-76.6972222222, 42.7277777778],[-76.8027777778, 42.6083333333],[-77.2361111111, 42.175],[-77.5416666667, 41.6777777778],[-77.85, 41.2555555556],[-78.1277777778, 40.8583333333],[-77.8791666667, 40.55],[-77.8402777778, 39.8555555556],[-77.355, 39.875],[-77.3566666667, 39.7816666667],[-77.3583333333, 39.51],[-76.8555555556, 39.385],[-76.3472222222, 39.3916666667],[-75.65, 39.85],[-75.625, 39.8611111111],[-75.1183333333, 40.2166666667],[-75.1197222222, 40.2175],[-75.0963888889, 40.2227777778],[-75.0758333333, 40.2305555556],[-75.0575, 40.2394444444],[-75.0366666667, 40.255],[-75.0163888889, 40.29],[-75.0166666667, 40.2902777778],[-74.9569444444, 40.3416666667],[-74.6763888889, 40.2583333333],[-74.5152777778, 40.3083333333],[-74.3333333333, 40.25],[-74.4527777778, 40.1444444444],[-74.6847222222, 39.9833333333],[-74.8041666667, 39.9],[-74.94, 39.7516666667],[-74.9111111111, 39.7097222222],[-74.8, 39.6527777778],[-74.4555555556, 39.6558333333],[-74.4986111111, 39.5930555556],[-74.1944444444, 39.5791666667],[-73.6583333333, 39.0347222222],[-73.8416666667, 38.7666666667],[-73.9833333333, 38.5416666667],[-74.5997222222, 37.0816666667],[-74.5997222222, 36.7877777778],[-74.9369444444, 35.4969444444],[-75.19, 35.3080555556],[-75.6838888889, 34.6002777778],[-76.7794444444, 32.9677777778],[-77.0, 32.2622222222],[-76.8166666667, 32.2],[-73.95, 34.2333333333],[-73.5730555556, 34.4880555556],[-72.6666666667, 35.0930555556],[-72.6666666667, 37.2275],[-71.6833333333, 37.5166666667],[-69.95, 38.3333333333],[-67.0, 39.0],[-67.0, 41.6166666667],[-69.0, 41.0],[-69.3416666667, 40.925],[-70.8794444444, 40.5766666667],[-72.5, 40.0722222222],[-72.9888888889, 40.2916666667],[-73.2361111111, 40.3986111111],[-73.2541666667, 40.4097222222],[-73.4, 40.3875],[-73.6361111111, 40.3319444444],[-73.2916666667, 40.8013888889],[-73.3777777778, 40.8583333333],[-73.8597222222, 40.8583333333],[-73.8666666667, 41.2458333333],[-74.0061111111, 41.2944444444],[-74.0847222222, 41.3194444444],[-74.075, 41.3416666667],[-74.3458333333, 41.4833333333],[-74.9583333333, 41.7416666667],[-75.0583333333, 41.8694444444],[-75.3416666667, 41.9888888889],[-76.0527777778, 42.3119444444],[-75.9694444444, 42.6958333333],[-76.0138888889, 42.8625],[-76.0888888889, 42.9375],[-76.4833333333, 42.9416666667],[-76.6666666667, 42.8833333333],[-76.6972222222, 42.7277777778]]]}
ZAU|ZAU_H_55530_54160|1|18000|60000|{"type": "Polygon", "coordinates": [[[-126.9, 40.9833333333],[-126.9, 40.9833333333],[-127.0, 40.0],[-126.615833333, 38.5805555556],[-126.933333333, 36.4619444444],[-125.833333333, 35.5],[-124.2, 36.0],[-123.25, 34.5],[-120.85, 35.5333333333],[-120.116666667, 35.75],[-119.5, 35.6333333333],[-119.166666667, 36.1333333333],[-118.583333333, 36.1333333333],[-118.583333333, 37.2],[-117.333333333, 37.2],[-117.008333333, 37.3666666667],[-117.075833333, 37.4416666667],[-117.094722222, 37.55],[-117.094722222, 37.8833333333],[-117.266666667, 38.0833333333],[-117.366666667, 39.9333333333],[-119.5, 41.0],[-121.25, 41.0],[-122.416666667, 41.3333333333],[-123.0, 41.3333333333],[-123.533333333, 41.3333333333],[-123.533333333, 40.3875],[-123.833333333, 40.2166666667],[-125.333333333, 40.2166666667],[-126.9, 40.9833333333]]]}
ZAU|ZAU_L_59951_59450|1|0|18000|{"type": "Polygon", "coordinates": [[[-126.9, 40.9833333333],[-126.9, 40.9833333333],[-127.0, 40.0],[-126.615833333, 38.5805555556],[-126.933333333, 36.4619444444],[-125.833333333, 35.5],[-124.2, 36.0],[-123.25, 34.5],[-120.85, 35.5333333333],[-120.116666667, 35.75],[-119.5, 35.6333333333],[-119.166666667, 36.1333333333],[-118.583333333, 36.1333333333],[-118.583333333, 37.2],[-117.333333333, 37.2],[-117.008333333, 37.3666666667],[-117.075833333, 37.4416666667],[-117.094722222, 37.55],[-117.094722222, 37.8833333333],[-117.266666667, 38.0833333333],[-117.366666667, 39.9333333333],[-119.5, 41.0],[-121.25, 41.0],[-122.416666667, 41.3333333333],[-123.0, 41.3333333333],[-123.533333333, 41.3333333333],[-123.533333333, 40.3875],[-123.833333333, 40.2166666667],[-125.333333333, 40.2166666667],[-126.9, 40.9833333333]]]}
ZAU|ZAU_U_50065_50069|1|0|18000|{"type": "Polygon", "coordinates": [[[155.0, 21.0],[155.0, 21.0],[155.0, 23.5275],[151.0, 21.0],[155.0, 21.0]]]}
ZAU|ZAU_U_50075_50079|1|0|18000|{"type": "Polygon", "coordinates": [[[165.0, 27.0],[165.0, 27.0],[165.0, 29.0],[161.080555556, 27.0],[165.0, 27.0]]]}
ZAU|ZAU_U_50081_50087|1|0|18000|{"type": "Polygon", "coordinates": [[[161.080555556, 27.0],[161.080555556, 27.0],[155.0, 27.0],[155.0, 23.5275],[161.080555556, 27.0]]]}
ZAU|ZAU_U_51161_51117|1|0|18000|{"type": "Polygon", "coordinates": [[[-137.0, 53.3675],[-137.0, 53.3675],[-131.166666667, 47.5833333333],[-130.5, 47.5],[-127.925, 48.1666666667],[-128.0, 48.3333333333],[-133.75, 51.0],[-135.0, 52.7166666667],[-137.0, 53.3675]]]}
ZAU|ZAU_H_55030_00281|1|18000|60000|{"type": "Polygon", "coordinates": [[[-82.4666666667, 42.8708333333],[-82.4666666667, 42.8708333333],[-82.4611111111, 42.9111111111],[-82.4041666667, 42.9541666667],[-82.4166666667, 43.0113888889],[-82.1166666667, 43.6],[-82.1694444444, 43.8552777778],[-84.9636111111, 43.5866666667],[-85.0, 43.5],[-85.0, 42.0],[-84.7666666667, 41.8583333333],[-84.7166666667, 41.2833333333],[-84.7, 40.9583333333],[-84.7, 40.9083333333],[-83.7458333333, 40.7833333333],[-83.65, 40.7375],[-83.5, 40.5583333333],[-83.3333333333, 40.5083333333],[-81.7833333333, 40.6],[-81.6333333333, 40.2166666667],[-81.55, 39.75],[-80.5, 39.1666666667],[-80.4, 39.1666666667],[-79.8944444444, 39.1736111111],[-79.5430555556, 39.3708333333],[-77.9333333333, 39.85],[-77.8402777778, 39.8555555556],[-77.8791666667, 40.55],[-78.1277777778, 40.8583333333],[-77.85, 41.2555555556],[-77.5416666667, 41.6777777778],[-77.2361111111, 42.175],[-76.8027777778, 42.6083333333],[-76.6972222222, 42.7277777778],[-76.6891666667, 42.7686111111],[-76.6666666667, 42.8833333333],[-76.7333333333, 43.0166666667],[-76.7638888889, 43.0666666667],[-76.775, 43.3291666667],[-76.7783333333, 43.3544444444],[-76.7805555556, 43.4],[-76.7966666667, 43.6311111111],[-77.1766666667, 43.6322222222],[-77.9419444444, 43.6341666667],[-78.35, 43.6333333333],[-78.6777777778, 43.6333333333],[-78.75, 43.6],[-78.75, 43.4333333333],[-79.0244444444, 43.1916666667],[-79.0583333333, 42.95],[-79.2, 42.9291666667],[-79.3375, 42.9083333333],[-79.75, 42.85],[-79.8444444444, 42.8361111111],[-80.2666666667, 42.8138888889],[-80.8958333333, 42.7791666667],[-81.2208333333, 42.7416666667],[-81.8277777778, 42.8083333333],[-81.8472222222, 42.8111111111],[-81.9708333333, 42.8291666667],[-82.2722222222, 42.8533333333],[-82.4083333333, 42.8666666667],[-82.4666666667, 42.8708333333]]]}
ZAU|ZAU_L_60490_60000|1|0|18000|{"type": "Polygon", "coordinates": [[[-85.0, 43.5],[-85.0, 43.5],[-85.0, 41.85],[-85.1083333333, 41.3833333333],[-84.7166666667, 41.2833333333],[-84.7, 40.9583333333],[-84.7, 40.9083333333],[-83.7458333333, 40.7833333333],[-83.65, 40.7375],[-83.5, 40.5583333333],[-83.3333333333, 40.5083333333],[-81.7833333333, 40.6],[-81.6333333333, 40.2166666667],[-81.55, 39.75],[-80.5, 39.1666666667],[-80.4, 39.1666666667],[-79.8944444444, 39.1736111111],[-79.5430555556, 39.3708333333],[-77.9333333333, 39.85],[-77.8402777778, 39.8555555556],[-77.8791666667, 40.55],[-78.1277777778, 40.8583333333],[-77.85, 41.2555555556],[-77.5416666667, 41.6777777778],[-77.2361111111, 42.175],[-76.8027777778, 42.6083333333],[-76.6972222222, 42.7277777778],[-76.6666666667, 42.8833333333],[-76.7333333333, 43.0166666667],[-76.7638888889, 43.0666666667],[-76.775, 43.3291666667],[-76.7783333333, 43.3544444444],[-76.7805555556, 43.4],[-76.7966666667, 43.6311111111],[-77.1766666667, 43.6322222222],[-77.9419444444, 43.6341666667],[-78.35, 43.6333333333],[-78.6777777778, 43.6333333333],[-78.75, 43.6],[-78.75, 43.4333333333],[-79.0244444444, 43.1916666667],[-79.0583333333, 42.95],[-79.2, 42.9291666667],[-79.3375, 42.9083333333],[-79.75, 42.85],[-79.8444444444, 42.8361111111],[-80.2666666667, 42.8138888889],[-80.8958333333, 42.7791666667],[-81.2208333333, 42.7416666667],[-81.8277777778, 42.8083333333],[-81.8472222222, 42.8111111111],[-81.9708333333, 42.8291666667],[-82.2722222222, 42.8533333333],[-82.4083333333, 42.8666666667],[-82.4666666667, 42.8708333333],[-82.4611111111, 42.9111111111],[-82.4041666667, 42.9541666667],[-82.4166666667, 43.0113888889],[-82.3555555556, 43.1333333333],[-82.1166666667, 43.6],[-82.125, 43.6888888889],[-82.1694444444, 43.8552777778],[-84.9636111111, 43.5866666667],[-85.0, 43.5]]]}
ZAU|ZAU_H_56170_54534|1|18000|60000|{"type": "Polygon", "coordinates": [[[-128.0, 48.3333333333],[-128.0, 48.3333333333],[-126.5, 45.0],[-126.9, 40.9833333333],[-125.333333333, 40.2166666667],[-123.833333333, 40.2166666667],[-123.533333333, 40.3875],[-123.533333333, 41.3333333333],[-123.0, 41.3333333333],[-122.416666667, 41.3333333333],[-121.25, 41.0],[-119.5, 41.0],[-119.0, 42.6666666667],[-119.283333333, 43.6333333333],[-118.45, 44.85],[-117.75, 45.3333333333],[-115.0, 45.3333333333],[-115.0, 48.4166666667],[-114.666666667, 49.0],[-115.0, 49.0],[-115.5, 49.0],[-116.0, 49.0],[-116.5, 49.0],[-117.0, 49.0],[-117.5, 49.0],[-118.0, 49.0],[-118.5, 49.0],[-119.0, 49.0],[-119.5, 49.0],[-120.0, 49.0],[-120.5, 49.0],[-121.0, 49.0],[-121.5, 49.0],[-122.0, 49.0],[-122.533333333, 49.0],[-122.583333333, 49.0],[-123.0, 49.0],[-123.333333333, 49.0],[-123.008333333, 48.8333333333],[-123.008333333, 48.7666666667],[-123.266666667, 48.7],[-123.166666667, 48.4583333333],[-123.116666667, 48.425],[-123.258333333, 48.2833333333],[-123.55, 48.2333333333],[-124.75, 48.5],[-125.0, 48.5],[-128.0, 48.3333333333]]]}
ZAU|ZAU_L_61480_60840|1|0|18000|{"type": "Polygon", "coordinates": [[[-128.0, 48.3333333333],[-128.0, 48.3333333333],[-126.5, 45.0],[-126.9, 40.9833333333],[-125.333333333, 40.2166666667],[-123.833333333, 40.2166666667],[-123.533333333, 40.3875],[-123.533333333, 41.3333333333],[-123.0, 41.3333333333],[-122.416666667, 41.3333333333],[-121.25, 41.0],[-119.5, 41.0],[-119.0, 42.6666666667],[-119.283333333, 43.6333333333],[-118.45, 44.85],[-117.75, 45.3333333333],[-115.0, 45.3333333333],[-115.0, 48.4166666667],[-114.666666667, 49.0],[-115.0, 49.0],[-115.5, 49.0],[-116.0, 49.0],[-116.5, 49.0],[-116.55, 49.0],[-117.0, 49.0],[-117.5, 49.0],[-118.0, 49.0],[-118.5, 49.0],[-119.0, 49.0],[-119.5, 49.0],[-120.0, 49.0],[-120.5, 49.0],[-121.0, 49.0],[-121.5, 49.0],[-122.0, 49.0],[-122.55, 49.0],[-122.666666667, 49.0],[-122.916666667, 49.0],[-123.333333333, 49.0],[-123.008333333, 48.8333333333],[-123.008333333, 48.7666666667],[-123.266666667, 48.7],[-123.166666667, 48.4583333333],[-123.116666667, 48.425],[-123.258333333, 48.2833333333],[-123.55, 48.2333333333],[-124.75, 48.5],[-125.0, 48.5],[-128.0, 48.3333333333]]]}
ZAU|ZAU_H_53380_53395|1|18000|60000|{"type": "Polygon", "coordinates": [[[-85.4, 36.1833333333],[-85.4, 36.1833333333],[-85.2833333333, 35.65],[-86.0, 35.5166666667],[-87.0, 35.3333333333],[-87.0, 34.3666666667],[-87.25, 34.1],[-87.55, 34.0166666667],[-87.6333333333, 33.3166666667],[-87.9861111111, 33.0430555556],[-87.85, 32.6972222222],[-88.3472222222, 32.3305555556],[-88.325, 31.5166666667],[-87.8166666667, 31.5208333333],[-87.4, 31.2805555556],[-86.95, 31.4916666667],[-85.5833333333, 31.7625],[-85.3083333333, 31.5333333333],[-84.1, 31.6833333333],[-83.1125, 31.6833333333],[-82.3333333333, 32.1666666667],[-81.9333333333, 32.5625],[-81.8413888889, 32.9002777778],[-81.85, 33.8888888889],[-81.8044444444, 33.9852777778],[-81.5744444444, 34.2936111111],[-81.3333333333, 34.3944444444],[-80.4688888889, 34.7475],[-80.1472222222, 34.8555555556],[-80.0, 35.1083333333],[-79.8041666667, 35.3833333333],[-79.7444444444, 36.0888888889],[-79.95, 36.1541666667],[-80.6333333333, 37.3319444444],[-80.7458333333, 37.3041666667],[-85.4, 36.1833333333]]]}
ZAU|ZAU_L_58571_58581|1|0|18000|{"type": "Polygon", "coordinates": [[[-85.4, 36.1833333333],[-85.4, 36.1833333333],[-85.2333333333, 35.4166666667],[-85.4833333333, 34.85],[-85.9305555556, 34.8111111111],[-86.075, 34.6361111111],[-86.175, 34.3875],[-86.7133333333, 34.1],[-87.25, 34.1],[-87.55, 34.0166666667],[-87.6333333333, 33.3166666667],[-87.9861111111, 33.0430555556],[-87.85, 32.6972222222],[-88.3472222222, 32.3305555556],[-88.325, 31.5166666667],[-87.8166666667, 31.5208333333],[-87.4, 31.2805555556],[-86.95, 31.4916666667],[-83.8, 32.0916666667],[-83.4958333333, 32.125],[-82.6458333333, 32.4472222222],[-82.2, 32.2916666667],[-81.9333333333, 32.5625],[-81.8413888889, 32.9002777778],[-81.85, 33.8888888889],[-81.8044444444, 33.9852777778],[-81.5744444444, 34.2936111111],[-81.3333333333, 34.3944444444],[-80.4688888889, 34.7475],[-80.1472222222, 34.8555555556],[-80.0, 35.1083333333],[-79.8041666667, 35.3833333333],[-79.7444444444, 36.0888888889],[-79.95, 36.1541666667],[-80.6333333333, 37.3319444444],[-80.7458333333, 37.3041666667],[-85.4, 36.1833333333]]]}
